"key","taxonId.x","hybrid_species","parents","name","taxonId.y","native_status","StaceIV_nativity","native_combined"
"Gentianella amarella x anglica = G. x davidiana T.C.G.Rich","2cd4p9h.fb1","Gentianella x davidiana T.C.G.Rich","parent1","Gentianella amarella","2cd4p9h.yna","N","N","native"
"Gentianella amarella x anglica = G. x davidiana T.C.G.Rich","2cd4p9h.fb1","Gentianella x davidiana T.C.G.Rich","parent2","Gentianella anglica","2cd4p9h.vewpvz","NE",NA,"native"
"Juncus acutiflorus x articulatus = J. x surrejanus Druce ex Stace & Lambinon","2cd4p9h.fd2","Juncus x surrejanus Druce ex Stace & Lambinon","parent1","Juncus acutiflorus","2cd4p9h.vk4","N","N","native"
"Juncus acutiflorus x articulatus = J. x surrejanus Druce ex Stace & Lambinon","2cd4p9h.fd2","Juncus x surrejanus Druce ex Stace & Lambinon","parent2","Juncus articulatus","2cd4p9h.c5g","N","N","native"
"Luzula forsteri x pilosa = L. x borreri Bromf. ex Bab.","2cd4p9h.ffv","Luzula x borreri Bromf. ex Bab.","parent1","Luzula forsteri","2cd4p9h.c81","N","N","native"
"Luzula forsteri x pilosa = L. x borreri Bromf. ex Bab.","2cd4p9h.ffv","Luzula x borreri Bromf. ex Bab.","parent2","Luzula pilosa","2cd4p9h.yr9","N","N","native"
"Mentha spicata x suaveolens = M. x villosa Huds.","2cd4p9h.fgh","Mentha x villosa Huds.","parent1","Mentha spicata","2cd4p9h.vna","AR","Arch-denizen","native"
"Mentha spicata x suaveolens = M. x villosa Huds.","2cd4p9h.fgh","Mentha x villosa Huds.","parent2","Mentha suaveolens","2cd4p9h.5d9","N","N","native"
"Mentha arvensis x spicata = M. x gracilis Sole","2cd4p9h.fgk","Mentha x gracilis Sole","parent1","Mentha arvensis","2cd4p9h.5d3","N","N","native"
"Mentha arvensis x spicata = M. x gracilis Sole","2cd4p9h.fgk","Mentha x gracilis Sole","parent2","Mentha spicata","2cd4p9h.vna","AR","Arch-denizen","native"
"Narcissus poeticus x tazetta = N. x medioluteus Mill.","2cd4p9h.fhg","Narcissus x medioluteus Mill.","parent1","Narcissus poeticus",NA,NA,"Neo-natd","neophyte"
"Narcissus poeticus x tazetta = N. x medioluteus Mill.","2cd4p9h.fhg","Narcissus x medioluteus Mill.","parent2","Narcissus tazetta",NA,NA,"Neo-surv","neophyte"
"Stachys palustris x sylvatica = S. x ambigua Sm.","2cd4p9h.fs8","Stachys x ambigua Sm.","parent1","Stachys palustris","2cd4p9h.cme","N","N","native"
"Stachys palustris x sylvatica = S. x ambigua Sm.","2cd4p9h.fs8","Stachys x ambigua Sm.","parent2","Stachys sylvatica","2cd4p9h.231","N","N","native"
"Viola arvensis x tricolor = V. x contempta Jord.","2cd4p9h.g02","Viola x contempta Jord.","parent1","Viola arvensis","2cd4p9h.9cr","AR","Arch-denizen","native"
"Viola arvensis x tricolor = V. x contempta Jord.","2cd4p9h.g02","Viola x contempta Jord.","parent2","Viola tricolor","2cd4p9h.w5z","N","N","native"
"Potamogeton perfoliatus x praelongus = P. x cognatus Asch. & Graebn.","2cd4p9h.g0k","Potamogeton x cognatus Asch. & Graebn.","parent1","Potamogeton perfoliatus","2cd4p9h.p14","N","N","native"
"Potamogeton perfoliatus x praelongus = P. x cognatus Asch. & Graebn.","2cd4p9h.g0k","Potamogeton x cognatus Asch. & Graebn.","parent2","Potamogeton praelongus","2cd4p9h.vry","N","N","native"
"Salix aurita x repens = S. x ambigua Ehrh.","2cd4p9h.g17","Salix x ambigua Ehrh.","parent1","Salix aurita","2cd4p9h.1sp","N","N","native"
"Salix aurita x repens = S. x ambigua Ehrh.","2cd4p9h.g17","Salix x ambigua Ehrh.","parent2","Salix repens","2cd4p9h.1tf","N","N","native"
"Salix myrsinifolia x purpurea = S. x beckiana Beck","2cd4p9h.g1a","Salix x beckiana Beck","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x purpurea = S. x beckiana Beck","2cd4p9h.g1a","Salix x beckiana Beck","parent2","Salix purpurea","2cd4p9h.m2v","N","N","native"
"Salix purpurea x repens = S. x doniana G.Anderson ex Sm.","2cd4p9h.g1d","Salix x doniana G.Anderson ex Sm.","parent1","Salix purpurea","2cd4p9h.m2v","N","N","native"
"Salix purpurea x repens = S. x doniana G.Anderson ex Sm.","2cd4p9h.g1d","Salix x doniana G.Anderson ex Sm.","parent2","Salix repens","2cd4p9h.1tf","N","N","native"
"Salix cinerea x purpurea x viminalis = S. x forbyana Sm.","2cd4p9h.g1g","Salix x forbyana Sm.","parent1","Salix cinerea","2cd4p9h.1t0","N","N","native"
"Salix cinerea x purpurea x viminalis = S. x forbyana Sm.","2cd4p9h.g1g","Salix x forbyana Sm.","parent2","Salix purpurea","2cd4p9h.m2v","N","N","native"
"Salix cinerea x purpurea x viminalis = S. x forbyana Sm.","2cd4p9h.g1g","Salix x forbyana Sm.","parent3","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix repens x viminalis = S. x friesiana Andersson","2cd4p9h.g1w","Salix x friesiana Andersson","parent1","Salix repens","2cd4p9h.1tf","N","N","native"
"Salix repens x viminalis = S. x friesiana Andersson","2cd4p9h.g1w","Salix x friesiana Andersson","parent2","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix caprea x lapponum = S. x canescens Willd.","2cd4p9h.g1m","Salix x canescens Willd.","parent1","Salix caprea","2cd4p9h.1ss","N","N","native"
"Salix caprea x lapponum = S. x canescens Willd.","2cd4p9h.g1m","Salix x canescens Willd.","parent2","Salix lapponum","2cd4p9h.w0b","N","N","native"
"Salix caprea x repens = S. x laschiana Zahn","2cd4p9h.g1p","Salix x laschiana Zahn","parent1","Salix caprea","2cd4p9h.1ss","N","N","native"
"Salix caprea x repens = S. x laschiana Zahn","2cd4p9h.g1p","Salix x laschiana Zahn","parent2","Salix repens","2cd4p9h.1tf","N","N","native"
"Salix viminalis x caprea = S. x smithiana Willd.","2cd4p9h.g20","Salix x smithiana Willd.","parent1","Salix viminalis","2cd4p9h.5xw","AR","Arch-denizen","native"
"Salix viminalis x caprea = S. x smithiana Willd.","2cd4p9h.g20","Salix x smithiana Willd.","parent2","Salix caprea","2cd4p9h.1ss","N","N","native"
"Salix myrsinifolia x phylicifolia = S. x tetrapla Walker","2cd4p9h.g23","Salix x tetrapla Walker","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x phylicifolia = S. x tetrapla Walker","2cd4p9h.g23","Salix x tetrapla Walker","parent2","Salix phylicifolia","2cd4p9h.m2f","N","N","native"
"Salix myrsinifolia x myrsinites x phylicifolia = S. x blyttiana Andersson","2cd4p9h.g29","Salix x blyttiana Andersson","parent1","Salix myrsinifolia","2cd4p9h.978","N","N","native"
"Salix myrsinifolia x myrsinites x phylicifolia = S. x blyttiana Andersson","2cd4p9h.g29","Salix x blyttiana Andersson","parent2","Salix myrsinites","2cd4p9h.fyy","N","N","native"
"Salix myrsinifolia x myrsinites x phylicifolia = S. x blyttiana Andersson","2cd4p9h.g29","Salix x blyttiana Andersson","parent3","Salix phylicifolia","2cd4p9h.m2f","N","N","native"
"Platanus occidentalis x orientalis = P. x hispanica Mill. ex Münchh.","2cd4p9h.g2y","Platanus x hispanica Mill. ex Münchh.","parent1","Platanus occidentalis",NA,NA,NA,NA
"Platanus occidentalis x orientalis = P. x hispanica Mill. ex Münchh.","2cd4p9h.g2y","Platanus x hispanica Mill. ex Münchh.","parent2","Platanus orientalis",NA,NA,"Neo-surv","neophyte"
"Rumex aquaticus x obtusifolius = R. x platyphyllus Aresch.","2cd4p9h.g3e","Rumex x platyphyllus Aresch.","parent1","Rumex aquaticus","2cd4p9h.vzx","N","N","native"
"Rumex aquaticus x obtusifolius = R. x platyphyllus Aresch.","2cd4p9h.g3e","Rumex x platyphyllus Aresch.","parent2","Rumex obtusifolius","2cd4p9h.m1d","N","N","native"
"Potamogeton lucens x natans = P. x fluitans Roth","2cd4p9h.g3h","Potamogeton x fluitans Roth","parent1","Potamogeton lucens","2cd4p9h.1mg","N","N","native"
"Potamogeton lucens x natans = P. x fluitans Roth","2cd4p9h.g3h","Potamogeton x fluitans Roth","parent2","Potamogeton natans","2cd4p9h.1mw","N","N","native"
"Potamogeton alpinus x gramineus = P. x nericius Hagstr.","2cd4p9h.g3k","Potamogeton x nericius Hagstr.","parent1","Potamogeton alpinus","2cd4p9h.p0t","N","N","native"
"Potamogeton alpinus x gramineus = P. x nericius Hagstr.","2cd4p9h.g3k","Potamogeton x nericius Hagstr.","parent2","Potamogeton gramineus","2cd4p9h.fxc","N","N","native"
"Potamogeton alpinus x crispus = P. x olivaceus Baagøe ex G.Fisch.","2cd4p9h.g3n","Potamogeton x olivaceus Baagøe ex G.Fisch.","parent1","Potamogeton alpinus","2cd4p9h.p0t","N","N","native"
"Potamogeton alpinus x crispus = P. x olivaceus Baagøe ex G.Fisch.","2cd4p9h.g3n","Potamogeton x olivaceus Baagøe ex G.Fisch.","parent2","Potamogeton crispus","2cd4p9h.xts","N","N","native"
"Potamogeton gramineus x natans = P. x sparganiifolius Laest. ex Fr.","2cd4p9h.g3q","Potamogeton x sparganiifolius Laest. ex Fr.","parent1","Potamogeton gramineus","2cd4p9h.fxc","N","N","native"
"Potamogeton gramineus x natans = P. x sparganiifolius Laest. ex Fr.","2cd4p9h.g3q","Potamogeton x sparganiifolius Laest. ex Fr.","parent2","Potamogeton natans","2cd4p9h.1mw","N","N","native"
"Potamogeton berchtoldii x natans = P. x variifolius Thore","2cd4p9h.g3t","Potamogeton x variifolius Thore","parent1","Potamogeton berchtoldii","2cd4p9h.fx9","N","N","native"
"Potamogeton berchtoldii x natans = P. x variifolius Thore","2cd4p9h.g3t","Potamogeton x variifolius Thore","parent2","Potamogeton natans","2cd4p9h.1mw","N","N","native"
"Ranunculus flammula x reptans = R. x levenensis Druce ex Gornall","2cd4p9h.g4w","Ranunculus x levenensis Druce ex Gornall","parent1","Ranunculus flammula","2cd4p9h.p2v","N","N","native"
"Ranunculus flammula x reptans = R. x levenensis Druce ex Gornall","2cd4p9h.g4w","Ranunculus x levenensis Druce ex Gornall","parent2","Ranunculus reptans","2cd4p9h.46h","N","N","native"
"Carex bigelowii x nigra = C. x decolorans Wimm.","2cd4p9h.g4s","Carex x decolorans Wimm.","parent1","Carex bigelowii","2cd4p9h.8eq","N","N","native"
"Carex bigelowii x nigra = C. x decolorans Wimm.","2cd4p9h.g4s","Carex x decolorans Wimm.","parent2","Carex nigra","2cd4p9h.np","N","N","native"
"Rorippa amphibia x sylvestris = R. x anceps (Wahlenb.) Rchb.","2cd4p9h.g56","Rorippa x anceps (Wahlenb.) Rchb.","parent1","Rorippa amphibia","2cd4p9h.1qx","N","N","native"
"Rorippa amphibia x sylvestris = R. x anceps (Wahlenb.) Rchb.","2cd4p9h.g56","Rorippa x anceps (Wahlenb.) Rchb.","parent2","Rorippa sylvestris","2cd4p9h.m0k","N","N","native"
"Ranunculus omiophyllus x tripartitus = R. x novae-forestae S.D.Webster","2cd4p9h.g59","Ranunculus x novae-forestae S.D.Webster","parent1","Ranunculus omiophyllus","2cd4p9h.1p1","N","N","native"
"Ranunculus omiophyllus x tripartitus = R. x novae-forestae S.D.Webster","2cd4p9h.g59","Ranunculus x novae-forestae S.D.Webster","parent2","Ranunculus tripartitus","2cd4p9h.cgb","N","N","native"
"Raphanus raphanistrum x sativus = R. x micranthus (Uechtr.) O.E.Schulz","2cd4p9h.g5c","Raphanus x micranthus (Uechtr.) O.E.Schulz","parent1","Raphanus raphanistrum","2cd4p9h.gsp","N","N","native"
"Raphanus raphanistrum x sativus = R. x micranthus (Uechtr.) O.E.Schulz","2cd4p9h.g5c","Raphanus x micranthus (Uechtr.) O.E.Schulz","parent2","Raphanus sativus",NA,NA,"Arch-cultd","native"
"Agrimonia eupatoria x procera = A. x wirtgenii Asch. & Graebn.","2cd4p9h.g5v","Agrimonia x wirtgenii Asch. & Graebn.","parent1","Agrimonia eupatoria","2cd4p9h.bwy","N","N","native"
"Agrimonia eupatoria x procera = A. x wirtgenii Asch. & Graebn.","2cd4p9h.g5v","Agrimonia x wirtgenii Asch. & Graebn.","parent2","Agrimonia procera","2cd4p9h.894","N","N","native"
"Rosa obtusifolia x rubiginosa = R. x timbalii Crép.","2cd4p9h.g5y","Rosa x timbalii Crép.","parent1","Rosa obtusifolia","2cd4p9h.fvvy2a","N",NA,"native"
"Rosa obtusifolia x rubiginosa = R. x timbalii Crép.","2cd4p9h.g5y","Rosa x timbalii Crép.","parent2","Rosa rubiginosa","2cd4p9h.fna","N","N","native"
"Rosa obtusifolia x rubiginosa = R. x timbalii Crép.","2cd4p9h.g5y","Rosa x timbalii Crép.","parent2","Rosa rubiginosa","2cd4p9h.p3h","N","N","native"
"Rosa agrestis x micrantha = R. x bishopii Wolley-Dod","2cd4p9h.g62","Rosa x bishopii Wolley-Dod","parent1","Rosa agrestis","2cd4p9h.1qr","N","N","native"
"Rosa agrestis x micrantha = R. x bishopii Wolley-Dod","2cd4p9h.g62","Rosa x bishopii Wolley-Dod","parent2","Rosa micrantha","2cd4p9h.chg","N","N","native"
"Persicaria maculosa x mitis = P. x condensata (F.W.Schultz) Soják","2cd4p9h.g65","Persicaria x condensata (F.W.Schultz) Soják","parent1","Persicaria maculosa","2cd4p9h.vr3","N","N","native"
"Persicaria maculosa x mitis = P. x condensata (F.W.Schultz) Soják","2cd4p9h.g65","Persicaria x condensata (F.W.Schultz) Soják","parent2","Persicaria mitis","2cd4p9h.fkp","N","N","native"
"Epilobium montanum x tetragonum = E. x haussknechtianum Borbás","2cd4p9h.g6b","Epilobium x haussknechtianum Borbás","parent1","Epilobium montanum","2cd4p9h.ves","N","N","native"
"Epilobium montanum x tetragonum = E. x haussknechtianum Borbás","2cd4p9h.g6b","Epilobium x haussknechtianum Borbás","parent2","Epilobium tetragonum","2cd4p9h.7aw","N","N","native"
"Epilobium alsinifolium x palustre = E. x haynaldianum Hausskn.","2cd4p9h.g6h","Epilobium x haynaldianum Hausskn.","parent1","Epilobium alsinifolium","2cd4p9h.yk4","N","N","native"
"Epilobium alsinifolium x palustre = E. x haynaldianum Hausskn.","2cd4p9h.g6h","Epilobium x haynaldianum Hausskn.","parent2","Epilobium palustre","2cd4p9h.52k","N","N","native"
"Limonium humile x vulgare = L. x neumanii C.E.Salmon","2cd4p9h.g6k","Limonium x neumanii C.E.Salmon","parent1","Limonium humile","2cd4p9h.8sc","N","N","native"
"Limonium humile x vulgare = L. x neumanii C.E.Salmon","2cd4p9h.g6k","Limonium x neumanii C.E.Salmon","parent2","Limonium vulgare","2cd4p9h.ff0","N","N","native"
"Gentianella amarella x germanica = G. x pamplinii (Druce) E.F.Warb.","2cd4p9h.g6n","Gentianella x pamplinii (Druce) E.F.Warb.","parent1","Gentianella amarella","2cd4p9h.yna","N","N","native"
"Gentianella amarella x germanica = G. x pamplinii (Druce) E.F.Warb.","2cd4p9h.g6n","Gentianella x pamplinii (Druce) E.F.Warb.","parent2","Gentianella germanica","2cd4p9h.13q","N","N","native"
"Myosotis laxa x scorpioides = M. x suzae Domin","2cd4p9h.g6q","Myosotis x suzae Domin","parent1","Myosotis laxa","2cd4p9h.5dr","N","N","native"
"Myosotis laxa x scorpioides = M. x suzae Domin","2cd4p9h.g6q","Myosotis x suzae Domin","parent2","Myosotis scorpioides","2cd4p9h.vy9","N","N","native"
"Verbascum blattaria x nigrum = V. x intermedium Rupr. ex Bercht. & Pfund","2cd4p9h.g6t","Verbascum x intermedium Rupr. ex Bercht. & Pfund","parent1","Verbascum blattaria",NA,NA,"Neo-casual","neophyte"
"Verbascum blattaria x nigrum = V. x intermedium Rupr. ex Bercht. & Pfund","2cd4p9h.g6t","Verbascum x intermedium Rupr. ex Bercht. & Pfund","parent2","Verbascum nigrum","2cd4p9h.m6t","N","N","native"
"Cirsium acaule x palustre = C. x kirschlegeri Sch.Bip.","2cd4p9h.g71","Cirsium x kirschlegeri Sch.Bip.","parent1","Cirsium acaule","2cd4p9h.8he","N","N","native"
"Cirsium acaule x palustre = C. x kirschlegeri Sch.Bip.","2cd4p9h.g71","Cirsium x kirschlegeri Sch.Bip.","parent2","Cirsium palustre","2cd4p9h.8hn","N","N","native"
"Cirsium acaule x dissectum = C. x woodwardii (H.C.Watson) Nyman","2cd4p9h.g74","Cirsium x woodwardii (H.C.Watson) Nyman","parent1","Cirsium acaule","2cd4p9h.8he","N","N","native"
"Cirsium acaule x dissectum = C. x woodwardii (H.C.Watson) Nyman","2cd4p9h.g74","Cirsium x woodwardii (H.C.Watson) Nyman","parent2","Cirsium dissectum","2cd4p9h.8hk","N","N","native"
"Leontodon hispidus x saxatilis = L. x vegetus Finch & P.D.Sell","2cd4p9h.g77","Leontodon x vegetus Finch & P.D.Sell","parent1","Leontodon hispidus","2cd4p9h.yqd","N","N","native"
"Leontodon hispidus x saxatilis = L. x vegetus Finch & P.D.Sell","2cd4p9h.g77","Leontodon x vegetus Finch & P.D.Sell","parent2","Leontodon saxatilis","2cd4p9h.few","N","N","native"
"Pilosella aurantiaca subsp. carpathicola x officinarum = P. x stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.","2cd4p9h.g7a","Pilosella x stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.","parent1","Pilosella aurantiaca subsp. carpathicola",NA,NA,NA,NA
"Pilosella aurantiaca subsp. carpathicola x officinarum = P. x stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.","2cd4p9h.g7a","Pilosella x stoloniflora (Waldst. & Kit.) F.W.Schultz & Sch.Bip.","parent2","Pilosella officinarum","2cd4p9h.8p6","N","N","native"
"Dactylorhiza maculata x Gymnadenia conopsea = X Dactylodenia legrandiana (E.G.Camus) Peitz s.s.","2cd4p9h.g7d","X Dactylodenia legrandiana (E.G.Camus) Peitz s.s.","parent1","Dactylorhiza maculata","2cd4p9h.sq","N","N","native"
"Dactylorhiza maculata x Gymnadenia conopsea = X Dactylodenia legrandiana (E.G.Camus) Peitz s.s.","2cd4p9h.g7d","X Dactylodenia legrandiana (E.G.Camus) Peitz s.s.","parent2","Gymnadenia conopsea","2cd4p9h.576","N","N","native"
"Dactylorhiza praetermissa x Gymnadenia conopsea = X Dactylodenia wintoni (Druce) Peitz","2cd4p9h.g7g","X Dactylodenia wintoni (Druce) Peitz","parent1","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Dactylorhiza praetermissa x Gymnadenia conopsea = X Dactylodenia wintoni (Druce) Peitz","2cd4p9h.g7g","X Dactylodenia wintoni (Druce) Peitz","parent2","Gymnadenia conopsea","2cd4p9h.576","N","N","native"
"Dactylorhiza incarnata x praetermissa = D. x wintoni (A.Camus) P.F.Hunt","2cd4p9h.g7s","Dactylorhiza x wintoni (A.Camus) P.F.Hunt","parent1","Dactylorhiza incarnata","2cd4p9h.f72","N","N","native"
"Dactylorhiza incarnata x praetermissa = D. x wintoni (A.Camus) P.F.Hunt","2cd4p9h.g7s","Dactylorhiza x wintoni (A.Camus) P.F.Hunt","parent2","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Dactylorhiza praetermissa x purpurella = D. x insignis (T.Stephenson & T.A.Stephenson) Soó","2cd4p9h.g80","Dactylorhiza x insignis (T.Stephenson & T.A.Stephenson) Soó","parent1","Dactylorhiza praetermissa","2cd4p9h.51c","N","N","native"
"Dactylorhiza praetermissa x purpurella = D. x insignis (T.Stephenson & T.A.Stephenson) Soó","2cd4p9h.g80","Dactylorhiza x insignis (T.Stephenson & T.A.Stephenson) Soó","parent2","Dactylorhiza purpurella","2cd4p9h.xhg","N","N","native"
"Sparganium emersum x angustifolium = S. x diversifolium Graebn.","2cd4p9h.g86","Sparganium x diversifolium Graebn.","parent1","Sparganium emersum","2cd4p9h.22q","N","N","native"
"Sparganium emersum x angustifolium = S. x diversifolium Graebn.","2cd4p9h.g86","Sparganium x diversifolium Graebn.","parent2","Sparganium angustifolium","2cd4p9h.fs2","N","N","native"
"Carex aquatilis x recta = C. x grantii A.Benn.","2cd4p9h.g89","Carex x grantii A.Benn.","parent1","Carex aquatilis","2cd4p9h.yf6","N","N","native"
"Carex aquatilis x recta = C. x grantii A.Benn.","2cd4p9h.g89","Carex x grantii A.Benn.","parent2","Carex recta","2cd4p9h.8fp","N","N","native"
"Carex appropinquata x paniculata = C. x rotae De Not.","2cd4p9h.g8c","Carex x rotae De Not.","parent1","Carex appropinquata","2cd4p9h.nd","N","N","native"
"Carex appropinquata x paniculata = C. x rotae De Not.","2cd4p9h.g8c","Carex x rotae De Not.","parent2","Carex paniculata","2cd4p9h.bpz","N","N","native"
"Agrostis capillaris x gigantea = A. x bjoerkmanii Widén","2cd4p9h.g8z","Agrostis x bjoerkmanii Widén","parent1","Agrostis capillaris","2cd4p9h.x8p","N","N","native"
"Agrostis capillaris x gigantea = A. x bjoerkmanii Widén","2cd4p9h.g8z","Agrostis x bjoerkmanii Widén","parent2","Agrostis gigantea","2cd4p9h.4ma","AR","Arch-denizen","native"
"Erica ciliaris x tetralix = E. x watsonii Benth.","2cd4p9h.g92","Erica x watsonii Benth.","parent1","Erica ciliaris","2cd4p9h.vf6","N","N","native"
"Erica ciliaris x tetralix = E. x watsonii Benth.","2cd4p9h.g92","Erica x watsonii Benth.","parent2","Erica tetralix","2cd4p9h.c00","N","N","native"
"Pilosella caespitosa x lactucella = P. x floribunda (Wimm. & Grab.) Arv.-Touv.","2cd4p9h.gdd","Pilosella x floribunda (Wimm. & Grab.) Arv.-Touv.","parent1","Pilosella caespitosa",NA,NA,"Neo-natd","neophyte"
"Pilosella caespitosa x lactucella = P. x floribunda (Wimm. & Grab.) Arv.-Touv.","2cd4p9h.gdd","Pilosella x floribunda (Wimm. & Grab.) Arv.-Touv.","parent2","Pilosella lactucella",NA,NA,NA,NA
"Euphrasia confusa x foulaensis = E. x atroviolacea Druce & Lumb","2cd4p9h.ger","Euphrasia x atroviolacea Druce & Lumb","parent1","Euphrasia confusa","2cd4p9h.c0v","N","N","native"
"Euphrasia confusa x foulaensis = E. x atroviolacea Druce & Lumb","2cd4p9h.ger","Euphrasia x atroviolacea Druce & Lumb","parent2","Euphrasia foulaensis","2cd4p9h.xwn","N","N","native"
"Verbascum speciosum x thapsus = V. x duernsteinense Teyber","2cd4p9h.gxb","Verbascum x duernsteinense Teyber","parent1","Verbascum speciosum",NA,NA,"Neo-natd","neophyte"
