"key"	"dataValue"	"taxonId"	"origTaxonId"	"prefTaxonName"	"origTaxon"	"origQualifier"
"Silene gallica L."	"AR"	"2cd4p9h.213"	"2cd4p9h.213"	"Silene gallica L."	"Silene gallica"	
"Silene conica L."	"N"	"2cd4p9h.216"	"2cd4p9h.216"	"Silene conica L."	"Silene conica"	
"Smyrnium olusatrum L."	"AR"	"2cd4p9h.21r"	"2cd4p9h.21r"	"Smyrnium olusatrum L."	"Smyrnium olusatrum"	
"Sonchus oleraceus L."	"N"	"2cd4p9h.222"	"2cd4p9h.222"	"Sonchus oleraceus L."	"Sonchus oleraceus"	
"Sorbus bristoliensis Wilmott"	"NE"	"2cd4p9h.228"	"2cd4p9h.228"	"Sorbus bristoliensis Wilmott"	"Sorbus bristoliensis"	
"Sorbus hibernica E.F.Warb."	"NE"	"2cd4p9h.22e"	"2cd4p9h.22e"	"Sorbus hibernica E.F.Warb."	"Sorbus hibernica"	
"Sorbus intermedia (Ehrh.) Pers. s.s."	"AN"	"2cd4p9h.22h"	"2cd4p9h.22h"	"Sorbus intermedia (Ehrh.) Pers. s.s."	"Sorbus intermedia"	"s.s."
"Sorbus leptophylla E.F.Warb."	"NE"	"2cd4p9h.22k"	"2cd4p9h.22k"	"Sorbus leptophylla E.F.Warb."	"Sorbus leptophylla"	
"Sparganium emersum Rehmann"	"N"	"2cd4p9h.22q"	"2cd4p9h.22q"	"Sparganium emersum Rehmann"	"Sparganium emersum"	
"Stachys sylvatica L."	"N"	"2cd4p9h.231"	"2cd4p9h.231"	"Stachys sylvatica L."	"Stachys sylvatica"	
"Stellaria graminea L."	"N"	"2cd4p9h.237"	"2cd4p9h.237"	"Stellaria graminea L."	"Stellaria graminea"	
"Succisa pratensis Moench"	"N"	"2cd4p9h.23w"	"2cd4p9h.23w"	"Succisa pratensis Moench"	"Succisa pratensis"	
"Teesdalia nudicaulis (L.) W.T.Aiton"	"N"	"2cd4p9h.240"	"2cd4p9h.240"	"Teesdalia nudicaulis (L.) W.T.Aiton"	"Teesdalia nudicaulis"	
"Teucrium scorodonia L."	"N"	"2cd4p9h.246"	"2cd4p9h.246"	"Teucrium scorodonia L."	"Teucrium scorodonia"	
"Tofieldia pusilla (Michx.) Pers."	"N"	"2cd4p9h.24c"	"2cd4p9h.24c"	"Tofieldia pusilla (Michx.) Pers."	"Tofieldia pusilla"	
"Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces."	"N"	"2cd4p9h.24x"	"2cd4p9h.24x"	"Trifolium incarnatum subsp. molinerii (Balb. ex Hornem.) Ces."	"Trifolium incarnatum subsp. molinerii"	
"Trifolium ochroleucon Huds."	"N"	"2cd4p9h.24y"	"2cd4p9h.24y"	"Trifolium ochroleucon Huds."	"Trifolium ochroleucon"	
"Trifolium suffocatum L."	"N"	"2cd4p9h.24r"	"2cd4p9h.24r"	"Trifolium suffocatum L."	"Trifolium suffocatum"	
"Trisetum flavescens (L.) P.Beauv."	"N"	"2cd4p9h.252"	"2cd4p9h.252"	"Trisetum flavescens (L.) P.Beauv."	"Trisetum flavescens"	
"Tussilago farfara L."	"N"	"2cd4p9h.258"	"2cd4p9h.258"	"Tussilago farfara L."	"Tussilago farfara"	
"Typha angustifolia L."	"N"	"2cd4p9h.25e"	"2cd4p9h.25e"	"Typha angustifolia L."	"Typha angustifolia"	
"Ulex minor Roth"	"N"	"2cd4p9h.25k"	"2cd4p9h.25k"	"Ulex minor Roth"	"Ulex minor"	
"Ulmus glabra Huds."	"N"	"2cd4p9h.25t"	"2cd4p9h.25t"	"Ulmus glabra Huds."	"Ulmus glabra"	
"Ulmus procera Salisb."	"NA"	"2cd4p9h.261"	"2cd4p9h.261"	"Ulmus procera Salisb."	"Ulmus procera"	
"Umbilicus rupestris (Salisb.) Dandy"	"N"	"2cd4p9h.267"	"2cd4p9h.267"	"Umbilicus rupestris (Salisb.) Dandy"	"Umbilicus rupestris"	
"Vaccinium vitis-idaea L."	"N"	"2cd4p9h.26d"	"2cd4p9h.26d"	"Vaccinium vitis-idaea L."	"Vaccinium vitis-idaea"	
"Valeriana pyrenaica L."	"AN"	"2cd4p9h.26w"	"2cd4p9h.26w"	"Valeriana pyrenaica L."	"Valeriana pyrenaica"	
"Valerianella locusta (L.) Laterr."	"N"	"2cd4p9h.26p"	"2cd4p9h.26p"	"Valerianella locusta (L.) Laterr."	"Valerianella locusta"	
"Veronica arvensis L."	"N"	"2cd4p9h.27c"	"2cd4p9h.27c"	"Veronica arvensis L."	"Veronica arvensis"	
"Veronica filiformis Sm."	"AN"	"2cd4p9h.27f"	"2cd4p9h.27f"	"Veronica filiformis Sm."	"Veronica filiformis"	
"Vicia sepium L."	"N"	"2cd4p9h.27z"	"2cd4p9h.27z"	"Vicia sepium L."	"Vicia sepium"	
"Zostera noltei Hornem."	"N"	"2cd4p9h.28e"	"2cd4p9h.28e"	"Zostera noltei Hornem."	"Zostera noltei"	
"Phleum pratense s.l."	"N"	"2cd4p9h.28h"	"2cd4p9h.28h"	"Phleum pratense s.l."	"Phleum pratense"	"s.l."
"Serapias parviflora Parl."	"NA"	"2cd4p9h.300"	"2cd4p9h.300"	"Serapias parviflora Parl."	"Serapias parviflora"	
"Salicornia europaea agg."	"N"	"2cd4p9h.30r"	"2cd4p9h.30r"	"Salicornia europaea agg."	"Salicornia europaea"	"agg."
"Utricularia stygia G.Thor"	"N"	"2cd4p9h.312"	"2cd4p9h.312"	"Utricularia stygia G.Thor"	"Utricularia stygia"	
"Myriophyllum aquaticum (Vell.) Verdc."	"AN"	"2cd4p9h.32w"	"2cd4p9h.32w"	"Myriophyllum aquaticum (Vell.) Verdc."	"Myriophyllum aquaticum"	
"Zea mays L."	"AC"	"2cd4p9h.32p"	"2cd4p9h.32p"	"Zea mays L."	"Zea mays"	
"Carex divulsa Stokes"	"N"	"2cd4p9h.33f"	"2cd4p9h.33f"	"Carex divulsa Stokes"	"Carex divulsa"	
"Daucus carota subsp. sativus (Hoffm.) Arcang."	"AC"	"2cd4p9h.396"	"2cd4p9h.396"	"Daucus carota subsp. sativus (Hoffm.) Arcang."	"Daucus carota subsp. sativus"	
"Papaver dubium L. s.s."	"AR"	"2cd4p9h.3ep"	"2cd4p9h.3ep"	"Papaver dubium L. s.s."	"Papaver dubium"	"s.s."
"Carex viridula Michx."	"N"	"2cd4p9h.3es"	"2cd4p9h.3es"	"Carex viridula Michx."	"Carex viridula"	
"Festuca huonii Auquier"	"N"	"2cd4p9h.3v3"	"2cd4p9h.3v3"	"Festuca huonii Auquier"	"Festuca huonii"	
"Arabis alpina L."	"N"	"2cd4p9h.426"	"2cd4p9h.426"	"Arabis alpina L."	"Arabis alpina"	
"Erica erigena R.Ross"	"N"	"2cd4p9h.43e"	"2cd4p9h.43e"	"Erica erigena R.Ross"	"Erica erigena"	
"Pinguicula grandiflora Lam."	"N"	"2cd4p9h.441"	"2cd4p9h.441"	"Pinguicula grandiflora Lam."	"Pinguicula grandiflora"	
"Ranunculus reptans L."	"N"	"2cd4p9h.46h"	"2cd4p9h.46h"	"Ranunculus reptans L."	"Ranunculus reptans"	
"Festuca lemanii Bastard"	"NA"	"2cd4p9h.48r"	"2cd4p9h.48r"	"Festuca lemanii Bastard"	"Festuca lemanii"	
"Pinguicula alpina L."	"NA"	"2cd4p9h.4am"	"2cd4p9h.4am"	"Pinguicula alpina L."	"Pinguicula alpina"	
"Veronica spicata L."	"N"	"2cd4p9h.4bv"	"2cd4p9h.4bv"	"Veronica spicata L."	"Veronica spicata"	
"Spartina alterniflora Loisel."	"AN"	"2cd4p9h.4c8"	"2cd4p9h.4c8"	"Spartina alterniflora Loisel."	"Spartina alterniflora"	
"Schoenoplectus pungens (Vahl) Palla"	"NA"	"2cd4p9h.4ck"	"2cd4p9h.4ck"	"Schoenoplectus pungens (Vahl) Palla"	"Schoenoplectus pungens"	
"Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch"	"N"	"2cd4p9h.4d1"	"2cd4p9h.4d1"	"Centaurium tenuiflorum (Hoffmanns. & Link) Fritsch"	"Centaurium tenuiflorum"	
"Myosotis sicula Guss."	"N"	"2cd4p9h.4v2"	"2cd4p9h.4v2"	"Myosotis sicula Guss."	"Myosotis sicula"	
"Asplenium adiantum-nigrum s.l."	"N"	"2cd4p9h.4w1"	"2cd4p9h.4w1"	"Asplenium adiantum-nigrum s.l."	"Asplenium adiantum-nigrum"	"s.l."
"Azolla filiculoides Lam."	"AN"	"2cd4p9h.4wd"	"2cd4p9h.4wd"	"Azolla filiculoides Lam."	"Azolla filiculoides"	
"Cystopteris montana (Lam.) Desv."	"N"	"2cd4p9h.4wp"	"2cd4p9h.4wp"	"Cystopteris montana (Lam.) Desv."	"Cystopteris montana"	
"Dryopteris submontana (Fraser-Jenk. & Jermy) Fraser-Jenk."	"N"	"2cd4p9h.4ws"	"2cd4p9h.4ws"	"Dryopteris submontana (Fraser-Jenk. & Jermy) Fraser-Jenk."	"Dryopteris submontana"	
"Equisetum palustre L."	"N"	"2cd4p9h.4k0"	"2cd4p9h.4k0"	"Equisetum palustre L."	"Equisetum palustre"	
"Equisetum telmateia Ehrh."	"N"	"2cd4p9h.4k3"	"2cd4p9h.4k3"	"Equisetum telmateia Ehrh."	"Equisetum telmateia"	
"Hymenophyllum tunbrigense (L.) Sm."	"N"	"2cd4p9h.4k6"	"2cd4p9h.4k6"	"Hymenophyllum tunbrigense (L.) Sm."	"Hymenophyllum tunbrigense"	
"Isoetes histrix Bory"	"N"	"2cd4p9h.4k9"	"2cd4p9h.4k9"	"Isoetes histrix Bory"	"Isoetes histrix"	
"Polypodium interjectum Shivas"	"N"	"2cd4p9h.4kc"	"2cd4p9h.4kc"	"Polypodium interjectum Shivas"	"Polypodium interjectum"	
"Gymnocarpium dryopteris (L.) Newman"	"N"	"2cd4p9h.4kx"	"2cd4p9h.4kx"	"Gymnocarpium dryopteris (L.) Newman"	"Gymnocarpium dryopteris"	
"Acorus calamus L."	"AN"	"2cd4p9h.4xq"	"2cd4p9h.4xq"	"Acorus calamus L."	"Acorus calamus"	
"Aethusa cynapium L."	"NA"	"2cd4p9h.4xt"	"2cd4p9h.4xt"	"Aethusa cynapium L."	"Aethusa cynapium"	
"Agrostis canina L. s.s."	"N"	"2cd4p9h.4m7"	"2cd4p9h.4m7"	"Agrostis canina L. s.s."	"Agrostis canina"	"s.s."
"Agrostis gigantea Roth"	"AR"	"2cd4p9h.4ma"	"2cd4p9h.4ma"	"Agrostis gigantea Roth"	"Agrostis gigantea"	
"Agrostis curtisii Kerguélen"	"N"	"2cd4p9h.4md"	"2cd4p9h.4md"	"Agrostis curtisii Kerguélen"	"Agrostis curtisii"	
"Alisma lanceolatum With."	"N"	"2cd4p9h.4mp"	"2cd4p9h.4mp"	"Alisma lanceolatum With."	"Alisma lanceolatum"	
"Alisma plantago-aquatica L."	"N"	"2cd4p9h.4ms"	"2cd4p9h.4ms"	"Alisma plantago-aquatica L."	"Alisma plantago-aquatica"	
"Allium vineale L."	"N"	"2cd4p9h.4n0"	"2cd4p9h.4n0"	"Allium vineale L."	"Allium vineale"	
"Anisantha diandra (Roth) Tutin ex Tzvelev"	"AN"	"2cd4p9h.4nv"	"2cd4p9h.4nv"	"Anisantha diandra (Roth) Tutin ex Tzvelev"	"Anisantha diandra"	
"Apera interrupta (L.) P.Beauv."	"AN"	"2cd4p9h.4nr"	"2cd4p9h.4nr"	"Apera interrupta (L.) P.Beauv."	"Apera interrupta"	
"Arctostaphylos uva-ursi (L.) Spreng."	"N"	"2cd4p9h.4y5"	"2cd4p9h.4y5"	"Arctostaphylos uva-ursi (L.) Spreng."	"Arctostaphylos uva-ursi"	
"Astragalus danicus Retz."	"N"	"2cd4p9h.4yq"	"2cd4p9h.4yq"	"Astragalus danicus Retz."	"Astragalus danicus"	
"Atriplex prostrata Boucher ex DC. s.s."	"N"	"2cd4p9h.4p4"	"2cd4p9h.4p4"	"Atriplex prostrata Boucher ex DC. s.s."	"Atriplex prostrata"	"s.s."
"Atriplex patula L."	"N"	"2cd4p9h.4p7"	"2cd4p9h.4p7"	"Atriplex patula L."	"Atriplex patula"	
"Avena fatua L."	"AR"	"2cd4p9h.4pa"	"2cd4p9h.4pa"	"Avena fatua L."	"Avena fatua"	
"Baldellia ranunculoides (L.) Parl."	"N"	"2cd4p9h.4pg"	"2cd4p9h.4pg"	"Baldellia ranunculoides (L.) Parl."	"Baldellia ranunculoides"	
"Bartsia alpina L."	"N"	"2cd4p9h.4pm"	"2cd4p9h.4pm"	"Bartsia alpina L."	"Bartsia alpina"	
"Beta vulgaris L."	"N"	"2cd4p9h.4ps"	"2cd4p9h.4ps"	"Beta vulgaris L."	"Beta vulgaris"	
"Betula nana L."	"N"	"2cd4p9h.4q0"	"2cd4p9h.4q0"	"Betula nana L."	"Betula nana"	
"Blysmus compressus (L.) Panz. ex Link"	"N"	"2cd4p9h.4qv"	"2cd4p9h.4qv"	"Blysmus compressus (L.) Panz. ex Link"	"Blysmus compressus"	
"Brachypodium sylvaticum (Huds.) P.Beauv."	"N"	"2cd4p9h.4qy"	"2cd4p9h.4qy"	"Brachypodium sylvaticum (Huds.) P.Beauv."	"Brachypodium sylvaticum"	
"Brassica oleracea L."	"NA"	"2cd4p9h.4qz"	"2cd4p9h.4qz"	"Brassica oleracea L."	"Brassica oleracea"	
"Briza maxima L."	"AN"	"2cd4p9h.4r2"	"2cd4p9h.4r2"	"Briza maxima L."	"Briza maxima"	
"Butomus umbellatus L."	"N"	"2cd4p9h.4rb"	"2cd4p9h.4rb"	"Butomus umbellatus L."	"Butomus umbellatus"	
"Cardamine impatiens L."	"N"	"2cd4p9h.4rk"	"2cd4p9h.4rk"	"Cardamine impatiens L."	"Cardamine impatiens"	
"Lepidium draba L."	"AN"	"2cd4p9h.4rn"	"2cd4p9h.4rn"	"Lepidium draba L."	"Lepidium draba"	
"Carduus crispus L."	"N"	"2cd4p9h.4s1"	"2cd4p9h.4s1"	"Carduus crispus L."	"Carduus crispus"	
"Carex divisa Huds."	"N"	"2cd4p9h.4s7"	"2cd4p9h.4s7"	"Carex divisa Huds."	"Carex divisa"	
"Carex pendula Huds."	"N"	"2cd4p9h.4sg"	"2cd4p9h.4sg"	"Carex pendula Huds."	"Carex pendula"	
"Carex pilulifera L."	"N"	"2cd4p9h.4sw"	"2cd4p9h.4sw"	"Carex pilulifera L."	"Carex pilulifera"	
"Carex remota L."	"N"	"2cd4p9h.4sm"	"2cd4p9h.4sm"	"Carex remota L."	"Carex remota"	
"Carex rostrata Stokes"	"N"	"2cd4p9h.4sp"	"2cd4p9h.4sp"	"Carex rostrata Stokes"	"Carex rostrata"	
"Carex sylvatica Huds."	"N"	"2cd4p9h.4ss"	"2cd4p9h.4ss"	"Carex sylvatica Huds."	"Carex sylvatica"	
"Carex vulpina L."	"N"	"2cd4p9h.4t0"	"2cd4p9h.4t0"	"Carex vulpina L."	"Carex vulpina"	
"Carlina vulgaris L."	"N"	"2cd4p9h.4t6"	"2cd4p9h.4t6"	"Carlina vulgaris L."	"Carlina vulgaris"	
"Centaurea scabiosa L."	"N"	"2cd4p9h.4ty"	"2cd4p9h.4ty"	"Centaurea scabiosa L."	"Centaurea scabiosa"	
"Cerastium cerastoides (L.) Britton"	"N"	"2cd4p9h.4tr"	"2cd4p9h.4tr"	"Cerastium cerastoides (L.) Britton"	"Cerastium cerastoides"	
"Circaea alpina L."	"N"	"2cd4p9h.4zb"	"2cd4p9h.4zb"	"Circaea alpina L."	"Circaea alpina"	
"Cirsium heterophyllum (L.) Hill"	"N"	"2cd4p9h.4ze"	"2cd4p9h.4ze"	"Cirsium heterophyllum (L.) Hill"	"Cirsium heterophyllum"	
"Convallaria majalis L."	"N"	"2cd4p9h.4zq"	"2cd4p9h.4zq"	"Convallaria majalis L."	"Convallaria majalis"	
"Corallorhiza trifida Châtel."	"N"	"2cd4p9h.501"	"2cd4p9h.501"	"Corallorhiza trifida Châtel."	"Corallorhiza trifida"	
"Corynephorus canescens (L.) P.Beauv."	"N"	"2cd4p9h.50d"	"2cd4p9h.50d"	"Corynephorus canescens (L.) P.Beauv."	"Corynephorus canescens"	
"Crepis biennis L."	"N"	"2cd4p9h.50g"	"2cd4p9h.50g"	"Crepis biennis L."	"Crepis biennis"	
"Cynoglossum germanicum Jacq."	"N"	"2cd4p9h.50s"	"2cd4p9h.50s"	"Cynoglossum germanicum Jacq."	"Cynoglossum germanicum"	
"Cynosurus cristatus L."	"N"	"2cd4p9h.513"	"2cd4p9h.513"	"Cynosurus cristatus L."	"Cynosurus cristatus"	
"Dactylorhiza praetermissa (Druce) Soó"	"N"	"2cd4p9h.51c"	"2cd4p9h.51c"	"Dactylorhiza praetermissa (Druce) Soó"	"Dactylorhiza praetermissa"	
"Datura stramonium L."	"AN"	"2cd4p9h.51v"	"2cd4p9h.51v"	"Datura stramonium L."	"Datura stramonium"	
"Dipsacus fullonum s.l."	"NA"	"2cd4p9h.51z"	"2cd4p9h.51z"	"Dipsacus fullonum s.l."	"Dipsacus fullonum"	"s.l."
"Draba muralis L."	"N"	"2cd4p9h.52b"	"2cd4p9h.52b"	"Draba muralis L."	"Draba muralis"	
"Echium plantagineum L."	"AR"	"2cd4p9h.52e"	"2cd4p9h.52e"	"Echium plantagineum L."	"Echium plantagineum"	
"Eleocharis quinqueflora (Hartmann) O.Schwarz"	"N"	"2cd4p9h.52h"	"2cd4p9h.52h"	"Eleocharis quinqueflora (Hartmann) O.Schwarz"	"Eleocharis quinqueflora"	
"Epilobium palustre L."	"N"	"2cd4p9h.52k"	"2cd4p9h.52k"	"Epilobium palustre L."	"Epilobium palustre"	
"Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn"	"AN"	"2cd4p9h.52n"	"2cd4p9h.52n"	"Epilobium brunnescens (Cockayne) P.H.Raven & Engelhorn"	"Epilobium brunnescens"	
"Epipactis helleborine (L.) Crantz"	"N"	"2cd4p9h.52q"	"2cd4p9h.52q"	"Epipactis helleborine (L.) Crantz"	"Epipactis helleborine"	
"Epipactis palustris (L.) Crantz"	"N"	"2cd4p9h.534"	"2cd4p9h.534"	"Epipactis palustris (L.) Crantz"	"Epipactis palustris"	
"Erica cinerea L."	"N"	"2cd4p9h.537"	"2cd4p9h.537"	"Erica cinerea L."	"Erica cinerea"	
"Euphrasia rivularis Pugsley"	"NE"	"2cd4p9h.53m"	"2cd4p9h.53m"	"Euphrasia rivularis Pugsley"	"Euphrasia rivularis"	
"Euphrasia rotundifolia Pugsley"	"NE"	"2cd4p9h.53p"	"2cd4p9h.53p"	"Euphrasia rotundifolia Pugsley"	"Euphrasia rotundifolia"	
"Euphrasia scottica Wettst."	"N"	"2cd4p9h.53s"	"2cd4p9h.53s"	"Euphrasia scottica Wettst."	"Euphrasia scottica"	
"Festuca rubra L. agg."	"N"	"2cd4p9h.54f"	"2cd4p9h.54f"	"Festuca rubra L. agg."	"Festuca rubra"	"agg."
"Filago pyramidata L."	"AR"	"2cd4p9h.54x"	"2cd4p9h.54x"	"Filago pyramidata L."	"Filago pyramidata"	
"Filipendula ulmaria (L.) Maxim."	"N"	"2cd4p9h.54r"	"2cd4p9h.54r"	"Filipendula ulmaria (L.) Maxim."	"Filipendula ulmaria"	
"Fragaria vesca L."	"N"	"2cd4p9h.54z"	"2cd4p9h.54z"	"Fragaria vesca L."	"Fragaria vesca"	
"Fumaria occidentalis Pugsley"	"NE"	"2cd4p9h.558"	"2cd4p9h.558"	"Fumaria occidentalis Pugsley"	"Fumaria occidentalis"	
"Galega officinalis L."	"AN"	"2cd4p9h.55e"	"2cd4p9h.55e"	"Galega officinalis L."	"Galega officinalis"	
"Galeopsis segetum Neck."	"AR"	"2cd4p9h.55k"	"2cd4p9h.55k"	"Galeopsis segetum Neck."	"Galeopsis segetum"	
"Galium boreale L."	"N"	"2cd4p9h.55n"	"2cd4p9h.55n"	"Galium boreale L."	"Galium boreale"	
"Geranium sylvaticum L."	"N"	"2cd4p9h.56w"	"2cd4p9h.56w"	"Geranium sylvaticum L."	"Geranium sylvaticum"	
"Geum rivale L."	"N"	"2cd4p9h.56p"	"2cd4p9h.56p"	"Geum rivale L."	"Geum rivale"	
"Glyceria fluitans x notata = G. x pedicellata F.Towns."	"NH"	"2cd4p9h.56s"	"2cd4p9h.56s"	"Glyceria fluitans x notata = G. x pedicellata F.Towns."	"Glyceria fluitans x notata = G. x pedicellata"	
"Goodyera repens (L.) R.Br."	"N"	"2cd4p9h.573"	"2cd4p9h.573"	"Goodyera repens (L.) R.Br."	"Goodyera repens"	
"Gymnadenia conopsea (L.) R.Br. s.s."	"N"	"2cd4p9h.576"	"2cd4p9h.576"	"Gymnadenia conopsea (L.) R.Br. s.s."	"Gymnadenia conopsea"	"s.s."
"Helianthus tuberosus L."	"AN"	"2cd4p9h.57v"	"2cd4p9h.57v"	"Helianthus tuberosus L."	"Helianthus tuberosus"	
"Helleborus viridis L."	"NA"	"2cd4p9h.57x"	"2cd4p9h.57x"	"Helleborus viridis L."	"Helleborus viridis"	
"Herniaria glabra L."	"N"	"2cd4p9h.588"	"2cd4p9h.588"	"Herniaria glabra L."	"Herniaria glabra"	
"Himantoglossum hircinum (L.) Spreng."	"N"	"2cd4p9h.58k"	"2cd4p9h.58k"	"Himantoglossum hircinum (L.) Spreng."	"Himantoglossum hircinum"	
"Holcus mollis L."	"N"	"2cd4p9h.58n"	"2cd4p9h.58n"	"Holcus mollis L."	"Holcus mollis"	
"Hypericum hirsutum L."	"N"	"2cd4p9h.591"	"2cd4p9h.591"	"Hypericum hirsutum L."	"Hypericum hirsutum"	
"Hypericum undulatum Schousb. ex Willd."	"N"	"2cd4p9h.594"	"2cd4p9h.594"	"Hypericum undulatum Schousb. ex Willd."	"Hypericum undulatum"	
"Impatiens noli-tangere L."	"N"	"2cd4p9h.597"	"2cd4p9h.597"	"Impatiens noli-tangere L."	"Impatiens noli-tangere"	
"Iris foetidissima L."	"N"	"2cd4p9h.59a"	"2cd4p9h.59a"	"Iris foetidissima L."	"Iris foetidissima"	
"Juncus conglomeratus L."	"N"	"2cd4p9h.59g"	"2cd4p9h.59g"	"Juncus conglomeratus L."	"Juncus conglomeratus"	
"Juncus effusus L."	"N"	"2cd4p9h.59w"	"2cd4p9h.59w"	"Juncus effusus L."	"Juncus effusus"	
"Juncus gerardii Loisel."	"N"	"2cd4p9h.59m"	"2cd4p9h.59m"	"Juncus gerardii Loisel."	"Juncus gerardii"	
"Lactuca serriola L."	"AR"	"2cd4p9h.5af"	"2cd4p9h.5af"	"Lactuca serriola L."	"Lactuca serriola"	
"Lathyrus aphaca L."	"NA"	"2cd4p9h.5ay"	"2cd4p9h.5ay"	"Lathyrus aphaca L."	"Lathyrus aphaca"	
"Lathyrus nissolia L."	"N"	"2cd4p9h.5az"	"2cd4p9h.5az"	"Lathyrus nissolia L."	"Lathyrus nissolia"	
"Spirodela polyrhiza (L.) Schleid."	"N"	"2cd4p9h.5b5"	"2cd4p9h.5b5"	"Spirodela polyrhiza (L.) Schleid."	"Spirodela polyrhiza"	
"Limonium bellidifolium (Gouan) Dumort."	"N"	"2cd4p9h.5bh"	"2cd4p9h.5bh"	"Limonium bellidifolium (Gouan) Dumort."	"Limonium bellidifolium"	
"Linum bienne Mill."	"N"	"2cd4p9h.5bn"	"2cd4p9h.5bn"	"Linum bienne Mill."	"Linum bienne"	
"Lolium perenne L."	"N"	"2cd4p9h.5c1"	"2cd4p9h.5c1"	"Lolium perenne L."	"Lolium perenne"	
"Lycium barbarum L."	"AN"	"2cd4p9h.5c7"	"2cd4p9h.5c7"	"Lycium barbarum L."	"Lycium barbarum"	
"Lysimachia nemorum L."	"N"	"2cd4p9h.5ca"	"2cd4p9h.5ca"	"Lysimachia nemorum L."	"Lysimachia nemorum"	
"Mahonia aquifolium (Pursh) Nutt."	"AN"	"2cd4p9h.5cg"	"2cd4p9h.5cg"	"Mahonia aquifolium (Pursh) Nutt."	"Mahonia aquifolium"	
"Matricaria discoidea DC."	"AN"	"2cd4p9h.5cm"	"2cd4p9h.5cm"	"Matricaria discoidea DC."	"Matricaria discoidea"	
"Melampyrum sylvaticum L."	"N"	"2cd4p9h.5cp"	"2cd4p9h.5cp"	"Melampyrum sylvaticum L."	"Melampyrum sylvaticum"	
"Melissa officinalis L."	"AN"	"2cd4p9h.5d0"	"2cd4p9h.5d0"	"Melissa officinalis L."	"Melissa officinalis"	
"Mentha arvensis L."	"N"	"2cd4p9h.5d3"	"2cd4p9h.5d3"	"Mentha arvensis L."	"Mentha arvensis"	
"Mentha pulegium L."	"N"	"2cd4p9h.5d6"	"2cd4p9h.5d6"	"Mentha pulegium L."	"Mentha pulegium"	
"Mentha suaveolens Ehrh."	"N"	"2cd4p9h.5d9"	"2cd4p9h.5d9"	"Mentha suaveolens Ehrh."	"Mentha suaveolens"	
"Moehringia trinervia (L.) Clairv."	"N"	"2cd4p9h.5dy"	"2cd4p9h.5dy"	"Moehringia trinervia (L.) Clairv."	"Moehringia trinervia"	
"Myosotis laxa Lehm."	"N"	"2cd4p9h.5dr"	"2cd4p9h.5dr"	"Myosotis laxa Lehm."	"Myosotis laxa"	
"Myosotis discolor Pers."	"N"	"2cd4p9h.5dz"	"2cd4p9h.5dz"	"Myosotis discolor Pers."	"Myosotis discolor"	
"Myosurus minimus L."	"NA"	"2cd4p9h.5e5"	"2cd4p9h.5e5"	"Myosurus minimus L."	"Myosurus minimus"	
"Myrica gale L."	"N"	"2cd4p9h.5eb"	"2cd4p9h.5eb"	"Myrica gale L."	"Myrica gale"	
"Myriophyllum spicatum L."	"N"	"2cd4p9h.5ee"	"2cd4p9h.5ee"	"Myriophyllum spicatum L."	"Myriophyllum spicatum"	
"Myrrhis odorata (L.) Scop."	"AN"	"2cd4p9h.5ek"	"2cd4p9h.5ek"	"Myrrhis odorata (L.) Scop."	"Myrrhis odorata"	
"Odontites vernus (Bellardi) Dumort."	"N"	"2cd4p9h.5fa"	"2cd4p9h.5fa"	"Odontites vernus (Bellardi) Dumort."	"Odontites vernus"	
"Ophrys apifera Huds."	"N"	"2cd4p9h.5fd"	"2cd4p9h.5fd"	"Ophrys apifera Huds."	"Ophrys apifera"	
"Oxalis articulata Savigny"	"AN"	"2cd4p9h.5fg"	"2cd4p9h.5fg"	"Oxalis articulata Savigny"	"Oxalis articulata"	
"Oxytropis campestris (L.) DC."	"N"	"2cd4p9h.5fm"	"2cd4p9h.5fm"	"Oxytropis campestris (L.) DC."	"Oxytropis campestris"	
"Parapholis strigosa (Dumort.) C.E.Hubb."	"N"	"2cd4p9h.5fs"	"2cd4p9h.5fs"	"Parapholis strigosa (Dumort.) C.E.Hubb."	"Parapholis strigosa"	
"Parentucellia viscosa (L.) Caruel"	"N"	"2cd4p9h.5g3"	"2cd4p9h.5g3"	"Parentucellia viscosa (L.) Caruel"	"Parentucellia viscosa"	
"Phalaris arundinacea L."	"N"	"2cd4p9h.5gc"	"2cd4p9h.5gc"	"Phalaris arundinacea L."	"Phalaris arundinacea"	
"Phyteuma orbiculare L."	"N"	"2cd4p9h.5gv"	"2cd4p9h.5gv"	"Phyteuma orbiculare L."	"Phyteuma orbiculare"	
"Platanthera chlorantha (Custer) Rchb."	"N"	"2cd4p9h.5gr"	"2cd4p9h.5gr"	"Platanthera chlorantha (Custer) Rchb."	"Platanthera chlorantha"	
"Poa alpina L."	"N"	"2cd4p9h.5gz"	"2cd4p9h.5gz"	"Poa alpina L."	"Poa alpina"	
"Polycarpon tetraphyllum (L.) L."	"NA"	"2cd4p9h.5h5"	"2cd4p9h.5h5"	"Polycarpon tetraphyllum (L.) L."	"Polycarpon tetraphyllum"	
